,title,nsuid,price_us,description
7529,Arcade Archives WONDER MOMO,70010000049254,7.99,"""WONDER MOMO"" is an action game released by NAMCO（BANDAI NAMCO Entertainment Inc.)  in 1987. Control the hero, Momo, and take down the Warudemon Villain to keep the world at peace. Ride the whirlwind to transform into WONDER MOMO and fight for your succe…"
2496,Arcade Archives Wiz,70010000019820,7.99,"Wiz is an action game released by SEIBU KAIHATSU in 1985. Play as Wiz, a wizard who controls 8 types of Magic to fight from the Depths, to the Land Realm, and finally into the Sky Realm. Defeat the monsters standing in your way, and make it to the Sky Re…"
2056,Arcade Archives X MULTIPLY,70010000016846,7.99,"""X MULTIPLY"" is a shooting game released by IREM in 1989. Scientists discovered that the mysterious deaths of the Stun Star system colonists was due to shock from an invasion of parasitic microscopic aliens. They shrink down and deploy Microscopic Fighte…"
6561,Arcade Archives XEVIOUS,70010000043807,7.99,"""XEVIOUS"" is a shooter released by NAMCO in 1982. Players pilot the Solvalou and face off with the Xevious forces. Defeat airborne enemies with the zapper, and terrestrial enemies with the blaster. This game also features 26 character types with their ow…"
3609,Arcade Archives XX MISSION,70010000026962,7.99,"“XX MISSION” is a shooting game released by UPL in 1986. While switching between air and ground attacks, take out the approaching large and small craft and large fleets. Powering up allows you to use different powerful air attacks and wider ranged ground…"
7722,Arcade Archives YOUKAI DOUCHUKI,70010000050486,7.99,"""YOUKAI DOUCHUKI"" is a side-scrolling action game released by NAMCO（Bandai Namco Entertainment Inc.) in 1987. Players control ""TAROSUKE"", a mischievous, playful boy who always troubled his village with pranks. Eventually, the gods took ""TAROSUKE"" to the …"
2748,Arcade Archives Yie Ar KUNG-FU,70010000020861,7.99,"""Yie Ar KUNG-FU"" is an action game released by KONAMI in 1985. The main character, Oolong, joins a high-level kung-fu contest in order to avenge his father's death. The game is one of the pioneers of the fighting game genre today. Players can enjoy authe…"
5158,Arcade Archives ZERO TEAM,70010000035873,7.99,"""ZERO TEAM"" is an action game released by SEIBU KAIHATSU in 1993. Four members of the ZERO TEAM take off to save a woman kidnapped by evil ninja. Partake in technical battles with simple controls and, while using the environment from time to time, defeat…"
10747,Arcade Archives ZING ZING ZIP,70010000069595,7.99,
2269,Arcade Classics Anniversary Collection,70010000017490,19.99,"KONAMI starts  its 50th anniversary celebration with this first installment of the Anniversary Collection series of the all-time classics!  This collection includes 8 arcade masterpieces of the 80s, from Nemesis to Haunted Castle, but also a bonus eBook …"
11163,Arcade Game Zone,70010000072154,24.99,
9715,Arcade Machine: Clown Hunt,70010000062563,2.49,Clowns are here to ruin your evening at funfair! Don't let them get over your head and show them you can deliver a killing joke too! Features: - super scary giant clown boss with his knives out! - crazy clowns armed with deadly pies! - multiple playable …
9402,Arcade Machine: Gopher's Revenge,70010000060897,2.49,Gophers are here to avenge their brothers massacred by humans in cruel arcade machines! Your mission is simple: face the attack and take as many gophers with you as you can! Features: - absolutely mad giant gopher boss thirsting for your blood! - cute li…
5961,Arcade Paradise,70010000040572,19.99,"Welcome to Arcade Paradise, the 90’s retro arcade game and light-management sim combo! From cleaning toilets and picking up gum, to doing the laundry; the road to Arcade Paradise isn’t easy, but the reward will be worth the grind! Take on the role of Ash…"
13237,Arcade Room Simulator,70010000087661,6.99,
10936,Arcade Snake Go!,70010000070562,0.99,
5860,Arcade Space Shooter 2 in 1,70010000039695,3.99,"In Space War Infinity, evolve your ship as you advance and level up in the game. Unlock more than 20 different upgrades and weapons during the game. Defeat 5 bosses ready to spray you. Endless game! After completing all the missions, try to move up in ra…"
3099,Arcade Spirits,70010000022855,19.99,"What if the 1983 video game marketing crash never happened? Set in 20XX, Arcade Spirits is a visual novel romantic comedy with a different history, where arcades still reign supreme as the ultimate place to play. After a period of turbulent employment, y…"
7498,Arcade Spirits: The New Challengers,70010000049579,19.99,"More Than Just a Retro Romance - Balance social life with the intensity of running an esports team in a retrofuturistic world where arcades dominate the gaming scene. After the success of the award-winning visual novel Arcade Spirits, Fiction Factory Gam…"
11258,Arcade Tanks World II: Tank Battle Simulator,70010000073520,4.99,
12397,Arcade Tanks World: Tank Battle Simulator,70010000080658,4.99,
11154,Arcade Tycoon,70010000072833,19.99,
6872,Arcadia Fallen,70010000045741,24.99,"Play the role of a young alchemist apprentice who is unwillingly bound to an illegal spirit. Suddenly drawn into a war between humanity and magic, they must join a group of unlikely heroes to escape their own doom, hopefully saving the world along the wa…"
9738,Arcadia: Colony,70010000063702,14.9,
5774,Arcadian Atlas,70010000039392,19.99,
5887,Arcaea,70010000039851,39.99,"Touch, hold, slide—and, for the first time ever, use the Joy-Con™ controllers to glide through the world of Arcaea. Feel the rhythm in a vast collection of songs now fully available on Nintendo Switch™, and follow the fateful story of the girls lost in i…"
9472,Arcana of Paradise —The Tower—,70010000061611,19.99,
6055,Arcane Arts Academy,70010000040495,7.99,"Welcome to the Arcane Arts Academy, home to a magical menagerie of wonders! Join Erika as she adjusts to her new life and takes on the unique struggles and challenges of everyday life as a magical college student.  She’ll make new friends, and maybe even…"
9817,Arcane Vale,70010000063509,7.99,
3742,Archaica: The Path Of Light,70010000027482,14.99,"As the Light Bearer, your quest is to walk the legendary Path of Light and explore an ancient and beautiful world. The light is the key to open the secrets of this mysterious civilization.  You have to understand how various devices work to manipulate th…"
11617,Archer 3D: Bow Shooting Range,70010000075067,4.99,
6103,Archery Blast,70010000040640,3.99,"Archery Blast offers an ultra-realistic archery experience with stunning 3D graphics, amazing animations and simple intuitive controls. Shoot arrows at targets usually placed at different distances to complete levels. Main Features: * Console-quality 3D …"
7253,Archery Club,70010000047278,11.99,"Archery Club is an archery game with multiple exciting game types and an extensive upgrade system. Become a master archer, collect the best equipment and win! FEATURES: ▶ EXCITING ARCHERY MATCHES: Each match consists of multiple game types! ▶ EXTENSIVE U…"
8589,Archery Escape,70010000055271,2.99,"Use your best skills to deliver nice monsters from the ropes they are attached to. Throw arrows to cut ropes but beware not hitting monsters. You will have to develop strategies and overcome each levels tricks. Easy to play, fun and cute cartoon style wi…"
13303,Archery Legend,70010000088586,4.99,
9435,Archetype Arcadia,70010000061600,29.99,
2591,Archlion Saga,70010000019309,4.99,"Too many games in the dusty shelf waiting to be played? No problem, this pocket-sized RPG provides you an adequate experience! Here you go an adventure packed with emotion and accomplishment! A hero will appear in a time where the foretold end of the wor…"
5981,Archvale,70010000040301,14.99,A malicious and cruel king once ruled the land and terrorized all who faced him. He along with the fabled arch to Archvale have become the fodder for ghost stories and passed down myths. All that remains of him are the Undying; beings whom the king curse…
9866,Arco,70010000064957,19.99,
8839,Arctictopia,70010000057248,5.0,"Arctictopia is a puzzle-solving game in the Arctic Ocean. Figure out routes and plan your moves to help mama polar bear find her cub on the melting ice. As the ice sheets melt away, the polar bears' route home becomes even more treacherous... ■Features ・…"
5960,Are You Smarter than a 5th Grader?,70010000040561,29.99,"Are You Smarter Than A 5th Grader? is a charmingly humorous quiz game based on the popular TV franchise. Multiple-choice questions, true-or-false challenges, and mini-games will test your proficiency in 24 different subjects. Faced with a tough question,…"
5167,Area 86,70010000035597,9.99,"Welcome to Area 86, a physics-based escape room puzzle game. The secret space station AI has gone rogue, and it's your task to stop it! You are a fast-moving robot that can also do some stylish parkour tricks. Use the laws of physics to literally push yo…"
394,Arena of Valor,70010000002022,0.0,"Build the ultimate team with your friends to crush your opponents in the most popular MOBA game! Explore and command a roster of over 39 fearless heroes, with roles including Tank, Assassin, Mage, Support, Warrior and Marksman. First Blood, Double Kill, …"
8724,Arenas Of Tanks,70010000056532,4.99,"Arenas Of Tanks is a fun and imaginative experience of being a toy tank. In each level, you'll face off against opposing toy vehicles in a challenge emphasizing movement and accuracy. Find cover, use the radar, shoot and ricochet projectiles, and find sc…"
13093,Argol - Kronoss' Castle,70010000085520,8.99,
6209,Arietta of Spirits,70010000041956,19.99,"Arietta of Spirits is a charming adventure game with emotion-filled narrative, no-filler gameplay, and fast paced combat. The game tells the story of Arietta and her family, visiting their Grandmother's cabin for the first time after her passing away a y…"
7921,Arise: A Simple Story - Definitive Edition,70010000051299,19.99,"Embark on an emotional journey of losing the love of one's life in the critically acclaimed Arise: A simple story, a 3D adventure game enhanced for Nintendo Switch™, as The Director’s Cut. Manipulate time, solve puzzles, and reshape surroundings as you p…"
5855,Arkan: The dog adventurer,70010000039382,4.99,"Dodge enemy shells and attack in response, the ever-growing complexity will not let you get bored. Walk through a huge number of levels using your accuracy and reaction. Nice graphics and music will support you on this tough journey full of rich experien…"
3516,Arkham Horror: Mother's Embrace,70010000026840,19.99,"Inspired by the award-winning board game franchise, Arkham Horror: Mother’s Embrace is an investigation game served with turn-based combat, set in the  haunted worlds of H.P. Lovecraft’s Cthulhu mythos. Plunge into an original story written by Fantasy Fl…"
3950,Armed 7 DX,70010000028642,6.99,"With ARMED 7 DX, discover 7 stages of pure mecha-shooting action with customisable weapons. Use all laser beams, space rockets and missiles to suit your needs. Gear up and fight !"
6405,Armed Emeth,70010000042568,14.99,"Valess, a boy earning petty cash in a commune of drifters is suddenly met by Lock, a stand-alone golem. Upon discovering that the leader of a criminal organization has an enormous bounty on his head, Valess receives a golem of his own from Lock and decid…"
10667,Armed and Gelatinous: Couch Edition,70010000069471,14.99,
7233,Armed to the Gears,70010000047466,11.99,"Control a hacked Infantry-Class robot and turn one of these powerful war machines against its makers. Control a fully armed Mech and fight through cyberpunk cities, military bases and industrial ruins. Capture and defend territories, build turrets and st…"
